country,year,gdp_pcap (US dollars)
BGR,2014,8069.600056676842
BGR,2015,7268.654454738727
BGR,2016,7822.499232929683
BGR,2017,8696.689304279236
BGR,2018,9872.385077891058
BGR,2019,10372.804434111375
BGR,2020,10769.947569941432
BGR,2021,12972.217335600228
BGR,2022,13999.67191972892
BGR,2023,15883.861854558112
BGR,2024,17412.4115085691
BHR,2012,26438.67332304283
BHR,2013,26989.760114846904
BHR,2014,26451.796564745277
BHR,2015,23734.05511430191
BHR,2016,23800.001440631015
BHR,2017,24784.76935146067
BHR,2018,26324.40665495586
BHR,2019,27259.743859932696
BHR,2020,24342.844455471797
BHR,2021,27147.80838822855
BHR,2022,30470.52192760228
BHR,2023,29290.12842150983
BHR,2024,30048.217771884392
BWA,2012,6595.538450154237
BWA,2013,6666.912195834866
BWA,2014,7122.364234215034
BWA,2015,6141.203947266163
BWA,2016,6749.05994339013
BWA,2017,7104.964010880272
BWA,2018,7407.95940141786
BWA,2019,7172.089564800282
BWA,2020,6323.297498069455
BWA,2021,7807.887945001251
BWA,2022,8328.709056821848
BWA,2023,7826.353764832983
BWA,2024,7695.242064181898
CAF,2012,544.3958491427853
CAF,2013,364.36696260838005
CAF,2014,409.8504859646996
CAF,2015,366.3228539381206
CAF,2016,387.17620344431776
CAF,2017,432.3240256842626
CAF,2018,455.24396285953395
CAF,2019,449.2284676024388
CAF,2020,462.87907129401145
CAF,2021,492.26314283050743
CAF,2022,467.35982502623835
CAF,2023,495.9788972887206
CAF,2024,516.1704245377571
CHE,2012,85836.2076767359
CHE,2013,87304.33058135571
CHE,2014,88724.99107356092
CHE,2015,83806.44760038373
CHE,2016,82153.07454478886
CHE,2017,82254.37704713356
CHE,2018,85217.36915122741
CHE,2019,84121.93103044144
CHE,2020,85897.7843338323
CHE,2021,93664.77366961108
CHE,2022,94394.51068035245
CHE,2023,100631.80275512472
CHE,2024,103669.8720081438
CHN,2012,6405.057424134903
CHN,2013,7147.035186223441
CHN,2014,7781.065974849738
CHN,2015,8175.332850773929
CHN,2016,8254.868593203568
CHN,2017,8979.676527098563
CHN,2018,10085.663814881918
CHN,2019,10342.90095243346
CHN,2020,10627.463798961868
CHN,2021,12887.435724294062
CHN,2022,12970.605641432652
CHN,2023,12951.178239704273
CHN,2024,13303.148154386816
CIV,2012,1546.9460184731029
CIV,2013,1786.1586203132365
CIV,2014,1991.3653942340416
CIV,2015,1814.7185508801674
CIV,2016,1862.5959708128676
CIV,2017,1964.299303383425
CIV,2018,2130.8661938114374
CIV,2019,2141.7683617011467
CIV,2020,2179.7293483293465
CIV,2021,2455.9812762648835
CIV,2022,2333.371283344773
CIV,2023,2554.6730488557646
CIV,2024,2709.8951164125233
CMR,2012,1449.0987436227924
CMR,2013,1575.9288211889684
CMR,2014,1649.443390594896
CMR,2015,1415.0000971056854
CMR,2016,1441.7201725688024
CMR,2017,1496.089517712422
CMR,2018,1610.6964159101708
CMR,2019,1555.2266047647743
CMR,2020,1555.6037066074864
CMR,2021,1672.3265734087217
CMR,2022,1604.8772695489472
CMR,2023,1736.8609107352422
CMR,2024,1762.368350884403
COD,2012,400.0599018243418
COD,2013,431.19152816093504
COD,2014,458.00454177567644
COD,2015,467.9145805459001
COD,2016,442.3104721102276
COD,2017,436.58453468738486
COD,2018,528.2560197778985
COD,2019,557.0441613359174
COD,2020,507.5212300778722
COD,2021,558.034077296358
COD,2022,642.612267148918
COD,2023,633.3956616862978
COD,2024,647.435704836002
COG,2012,3732.327373203891
COG,2013,3697.417058842495
COG,2014,3601.236580871796
COG,2015,2439.351894036956
COG,2016,2093.107285588428
COG,2017,2211.633098747971
COG,2018,2694.4341319142677
COG,2019,2488.424667249158
COG,2020,1993.5866719310018
COG,2021,2516.1625514543157
COG,2022,2620.8380430471275
COG,2023,2477.9784547709223
COG,2024,2482.2489474349477
COM,2012,1490.314256508712
COM,2013,1603.32653496691
COM,2014,1615.7171846020924
COM,2015,1329.3704808997995
COM,2016,1365.484033531583
COM,2017,1423.924802155514
COM,2018,1540.7113233197547
COM,2019,1519.2638632616727
COM,2020,1527.169909279556
COM,2021,1587.7298860147773
COM,2022,1533.8775533215141
COM,2023,1682.2028509572117
COM,2024,1784.115468602928
CZE,2012,20014.035401516467
CZE,2013,20260.49549993748
CZE,2014,20038.41631802569
CZE,2015,17931.59876707676
CZE,2016,18753.96867180957
CZE,2017,20913.197632212043
CZE,2018,23705.932981129885
CZE,2019,24062.719001334306
CZE,2020,23472.891545441667
CZE,2021,27696.461952754424
CZE,2022,28282.22367158567
CZE,2023,31591.056821635695
CZE,2024,31706.623422974262
DEU,2012,44735.58823197014
DEU,2013,47220.010209885135
DEU,2014,48971.082472259935
DEU,2015,41911.01098510537
DEU,2016,42961.035690577504
DEU,2017,45526.599957653285
DEU,2018,48874.859502845364
DEU,2019,47623.865607482854
DEU,2020,47379.76519454801
DEU,2021,52265.65416205709
DEU,2022,49686.11545825826
DEU,2023,53940.407344746214
DEU,2024,55800.21945494122
DJI,2012,1400.193578589536
DJI,2013,2075.944984247476
DJI,2014,2214.620841424321
DJI,2015,2376.1255471987265
DJI,2016,2510.430007624096
DJI,2017,2618.95521147369
DJI,2018,2718.0833879920333
DJI,2019,2837.169023409324
DJI,2020,2844.888106478533
DJI,2021,3025.9112641354923
DJI,2022,3133.2577977246297
DJI,2023,3397.5201577958765
DJI,2024,3496.471118767627
DNK,2012,58443.77471039677
DNK,2013,61377.594059041185
DNK,2014,62520.45097470115
DNK,2015,53094.01336075736
DNK,2016,54500.92604102175
DNK,2017,57521.55149922252
DNK,2018,61324.76650455651
DNK,2019,59404.266324772296
DNK,2020,60985.48856015139
DNK,2021,69727.98736770124
DNK,2022,68091.31911386686
DNK,2023,68453.87692811449
DNK,2024,71851.7562131368
DZA,2012,6033.648846895432
DZA,2013,5979.601389605846
DZA,2014,6094.693923149557
DZA,2015,4685.059027290017
DZA,2016,4424.985290275557
DZA,2017,4554.667539578281
DZA,2018,4577.210291804906
DZA,2019,4468.453418836562
DZA,2020,3743.5419522928983
DZA,2021,4160.559267369248
DZA,2022,4961.552576647326
DZA,2023,5364.027950227306
DZA,2024,5631.17999109851
EGY,2012,2996.0677072015005
EGY,2013,3025.525635524481
EGY,2014,3133.391022655408
EGY,2015,3306.9815941414076
EGY,2016,3270.628776819699
EGY,2017,2395.1033329949128
EGY,2018,2484.7031563050828
EGY,2019,2962.9889202300265
EGY,2020,3511.1138102637947
EGY,2021,3827.354153743081
EGY,2022,4233.307837448563
EGY,2023,3456.7896845625296
EGY,2024,3338.473713958945
ESP,2012,28456.44381514769
ESP,2013,29228.846559842044
ESP,2014,29707.765509467015
ESP,2015,25982.44161977755
ESP,2016,26755.606114939812
ESP,2017,28381.342559690624
ESP,2018,30602.42128811132
ESP,2019,29786.5245689007
ESP,2020,27233.942646160765
ESP,2021,30799.477593777483
ESP,2022,30270.268701745812
ESP,2023,33509.01279821385
ESP,2024,35297.00949955651
EST,2012,17568.213796971362
EST,2013,19310.38749007572
EST,2014,20581.789899169544
EST,2015,17722.155766952314
EST,2016,18666.3736521706
EST,2017,20851.522349686096
EST,2018,23618.13612545807
EST,2019,24021.250141330624
EST,2020,23933.993942106536
EST,2021,27953.767023012646
EST,2022,28451.14778251755
EST,2023,30133.304450454027
EST,2024,31170.091509188704
ETH,2012,452.10103188575357
ETH,2013,484.039833104062
ETH,2014,549.9865770825876
ETH,2015,621.8456738081328
ETH,2016,696.1960848063238
ETH,2017,745.6324339253431
ETH,2018,747.9680036726737
ETH,2019,828.7090805229211
ETH,2020,905.3131592541483
ETH,2021,910.9478870745081
ETH,2022,1011.0733241346222
FIN,2012,47551.67408413692
FIN,2013,49691.01452007388
FIN,2014,50073.776081587115
FIN,2015,42560.34567671027
FIN,2016,43451.25624421576
FIN,2017,46085.017473903594
FIN,2018,49654.24970353289
FIN,2019,48358.180777370086
FIN,2020,48828.68468627994
FIN,2021,53099.13514001479
FIN,2022,50440.56022497404
FIN,2023,52821.51143407167
FIN,2024,53188.618624515795
FRA,2012,40863.581441233335
FRA,2013,42669.17951118927
FRA,2014,43148.0459288416
FRA,2015,36702.432373337935
FRA,2016,37024.21571336689
FRA,2017,38687.162640716364
FRA,2018,41418.17664848442
FRA,2019,40408.28485747505
FRA,2020,39169.860600070715
FRA,2021,43725.0999521245
FRA,2022,41082.81193207471
FRA,2023,44690.93453951175
FRA,2024,46150.487686159264
GAB,2012,9296.965879410882
GAB,2013,9197.701063239467
GAB,2014,9201.362766481054
GAB,2015,7047.126546343554
GAB,2016,6677.070039016437
