country,year,gdp_pcap (US dollars)
AUT,2021,53648.719074224544
AUT,2022,52176.66491411783
AUT,2023,56033.57379206499
AUT,2024,56833.196047205325
BDI,2012,231.68849639356924
BDI,2013,234.8430453888283
BDI,2014,250.5404811118771
BDI,2015,280.9668313119229
BDI,2016,235.28620539390823
BDI,2017,236.6944725927535
BDI,2018,224.89939239264044
BDI,2019,210.23649452153177
BDI,2020,210.00813990250842
BDI,2021,214.09145541613333
BDI,2022,250.6342253687444
BDI,2023,192.07430535935111
BDI,2024,153.93021785402323
BEL,2012,44874.17091821225
BEL,2013,46964.59467770559
BEL,2014,47995.778696133944
BEL,2015,40893.804537772005
BEL,2016,41854.5498296444
BEL,2017,44035.3239358548
BEL,2018,47487.21003925607
BEL,2019,46716.622746796435
BEL,2020,45906.287580524586
BEL,2021,51658.23829495799
BEL,2022,50822.251853851754
BEL,2023,54690.09427349642
BEL,2024,55954.61062610176
BEN,2012,1071.5258366282956
BEN,2013,1168.926992792259
BEN,2014,1204.39918670094
BEN,2015,1002.4188687961384
BEN,2016,1010.533896199298
BEN,2017,1054.9740806681434
BEN,2018,1151.7409703472013
BEN,2019,1130.8213533979497
BEN,2020,1200.1942663112247
BEN,2021,1318.6515810748658
BEN,2022,1266.4271098115887
BEN,2023,1394.1778466304497
BEN,2024,1485.380189808941
BFA,2012,731.470138867833
BFA,2013,759.7620651684981
BFA,2014,764.8616751062254
BFA,2015,630.124750752312
BFA,2016,663.7423648428855
BFA,2017,709.0915358946953
BFA,2018,777.465618514048
BFA,2019,764.8530777749462
BFA,2020,825.2370387824751
BFA,2021,895.5352884429909
BFA,2022,836.1183045936821
BFA,2023,882.6898100861632
BFA,2024,987.3213781018673
BGD,2012,859.6805363754974
BGD,2013,958.2629897982829
BGD,2014,1094.461997028377
BGD,2015,1224.3864766816523
BGD,2016,1649.2838085860055
BGD,2017,1811.0822166864587
BGD,2018,1965.2437273146677
BGD,2019,2129.7989695460574
BGD,2020,2248.850788282327
BGD,2021,2482.849178433572
BGD,2022,2716.4859278043114
BGD,2023,2551.017738273069
BGD,2024,2593.416073904071
BGR,2012,7431.957895088705
BGR,2013,7795.9809210892845
